,station_id,station_name,lat,lon,jan_count,feb_count,mar_count,apr_count,may_count,jun_count,jul_count,aug_count,sep_count,oct_count,nov_count,dec_count
491,7207.08,W 70 St & Amsterdam Ave,40.78903018333333,-73.99793313333333,0,0,0,0,0,0,0,0,1,0,0,0
492,HB611,4 St & River St,40.7408139,-74.0274062,0,0,0,0,0,0,0,0,1498,2896,1967,1501
493,3847.04,Carroll St & Franklin Ave,40.6679411,-73.9588,0,0,0,0,0,0,0,0,1,0,0,0
494,6164.09,Lexington Ave & E 29 St,40.70548705,-74.04849713333333,0,0,0,0,0,0,0,0,1,0,0,0
495,7243.04,E 84 St & Park Ave,40.77862688,-73.95772073,0,0,0,0,0,0,0,0,1,0,0,0
496,4128.08,Pioneer St & Richards St,40.6777748,-74.0094613,0,0,0,0,0,0,0,0,2,0,0,0
497,4362.04,Pacific St & Nevins St,40.6853761,-73.98302136,0,0,0,0,0,0,0,0,1,0,0,0
498,7652.04,Lexington Ave & E 120 St,40.8013066,-73.9398167,0,0,0,0,0,0,0,0,0,1,0,0
499,4565.07,Schermerhorn St & Court St,40.6910363748993,-73.99201065301895,0,0,0,0,0,0,0,0,0,1,0,1
500,7704.04,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,0,0,0,0,0,0,0,0,0,2,0,0
501,3736.03,Bedford Ave & Montgomery St,40.665816,-73.956934,0,0,0,0,0,0,0,0,0,1,0,0
502,7260.09,Amsterdam Ave & W 73 St,40.74491796666667,-74.02528685,0,0,0,0,0,0,0,0,0,1,0,1
503,6441.01,Broadway & W 36 St,40.75607193333333,-74.02587686666666,0,0,0,0,0,0,0,0,0,2,1,0
504,7657.03,St Ann's Ave & Bruckner Blvd,40.803399,-73.919763,0,0,0,0,0,0,0,0,0,2,0,0
505,4497.09,Congress St & Hicks St,40.6893952,-73.9995126,0,0,0,0,0,0,0,0,0,1,0,0
506,6131.13,E 27 St & Park Ave S,40.74275179648995,-73.9847157150507,0,0,0,0,0,0,0,0,0,1,0,2
507,8040.03,E 167 St & Bryant Ave,40.736136783333336,-74.02936768333333,0,0,0,0,0,0,0,0,0,2,0,0
508,8084.03,Fulton Ave & E 168 St,40.830471,-73.904556,0,0,0,0,0,0,0,0,0,2,0,0
509,5805.05,Barrow St & Hudson St,40.73172428,-74.00674436,0,0,0,0,0,0,0,0,0,2,0,1
510,8060.01,Freeman St & Southern Blvd,40.736136783333336,-74.02936768333333,0,0,0,0,0,0,0,0,0,2,0,0
511,8008.03,Prospect Ave & E 167 St,40.826303,-73.898751,0,0,0,0,0,0,0,0,0,2,0,0
512,8133.08,Boston Rd & Prospect Ave,40.833246,-73.896599,0,0,0,0,0,0,0,0,0,1,0,0
513,6190.03,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472,0,0,0,0,0,0,0,0,0,1,0,0
514,7360.10,Amsterdam Ave & W 82 St,40.779177266666665,-74.00336778333333,0,0,0,0,0,0,0,0,0,1,1,0
515,6442.08,81 St & 35 Ave,40.736136783333336,-74.02936768333333,0,0,0,0,0,0,0,0,0,1,0,0
516,5140.06,Bushwick Ave & Stagg St,40.709897,-73.94008,0,0,0,0,0,0,0,0,0,1,0,0
517,5170.01,Stagg St & Morgan Ave,40.710681,-73.93372,0,0,0,0,0,0,0,0,0,1,0,0
518,7541.01,W 95 St & Broadway,40.7937704,-73.971888,0,0,0,0,0,0,0,0,0,1,0,0
519,8108.02,Riverside Dr & W 153 St,40.832164,-73.949702,0,0,0,0,0,0,0,0,0,1,0,0
520,4184.07,Carroll St & Bond St,40.6786115,-73.99037292,0,0,0,0,0,0,0,0,0,1,0,0
521,4965.01,Lorimer St & Broadway,40.70411791,-73.94818595,0,0,0,0,0,0,0,0,0,1,0,0
522,6644.07,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,0,0,0,0,0,0,0,0,0,0,1,0
523,6893.10,31 Ave & Crescent St,40.7310357,-74.06464921666667,0,0,0,0,0,0,0,0,0,0,5,0
524,6441.02,Broadway & W 37 St,40.75172632,-73.98753523,0,0,0,0,0,0,0,0,0,0,1,0
525,6200.03,53 St & Roosevelt Ave,40.7310357,-74.06464921666667,0,0,0,0,0,0,0,0,0,0,1,0
526,6316.05,39 Dr & 52 St,40.74732,-73.91197,0,0,0,0,0,0,0,0,0,0,4,0
527,6688.01,Crescent St & 35 Ave,40.7310357,-74.06464921666667,0,0,0,0,0,0,0,0,0,0,2,0
528,6827.11,Crescent St & Broadway,40.7633589,-73.9286471,0,0,0,0,0,0,0,0,0,0,5,0
529,5964.01,Bank St & Washington St,40.7361967,-74.00859207,0,0,0,0,0,0,0,0,0,0,1,0
530,8157.06,Broadway & W 160 St,40.835775,-73.9434,0,0,0,0,0,0,0,0,0,0,1,0
531,4422.05,Columbia St & Kane St,40.68763155,-74.0016256,0,0,0,0,0,0,0,0,0,0,1,0
532,4895.15,Pearl St & York St,40.70140463410644,-73.98768022656441,0,0,0,0,0,0,0,0,0,0,1,0
533,5947.04,W 13 St & 5 Ave,40.74430158333333,-74.05925506666667,0,0,0,0,0,0,0,0,0,0,2,0
534,6929.01,23 St & 31 Ave,40.7310357,-74.06464921666667,0,0,0,0,0,0,0,0,0,0,4,0
535,7680.03,Cathedral Pkwy & Broadway,40.804213,-73.96699104,0,0,0,0,0,0,0,0,0,0,2,0
536,5779.11,Ave A & E 14 St,40.73031071000895,-73.98047178983688,0,0,0,0,0,0,0,0,0,0,1,0
537,6209.08,46 St & Queens Blvd,40.74349759836971,-73.91860529780388,0,0,0,0,0,0,0,0,0,0,2,0
538,5099.03,White St & Johnson Ave,40.707174,-73.93581,0,0,0,0,0,0,0,0,0,0,1,0
539,5414.06,Allen St & Rivington St,40.72019576,-73.98997825,0,0,0,0,0,0,0,0,0,0,1,0
540,4517.03,Jefferson Ave & Evergreen Ave,40.68989,-73.91458,0,0,0,0,0,0,0,0,0,0,1,0
541,7121.13,E 81 St & 1 Ave,40.77377781072322,-73.95197331905365,0,0,0,0,0,0,0,0,0,0,1,0
542,5922.08,Bank St & Hudson St,40.73652889,-74.00618026,0,0,0,0,0,0,0,0,0,0,1,0
543,7304.08,W 82 St & Central Park West,40.71460973333333,-74.06747018333333,0,0,0,0,0,0,0,0,0,0,1,0
544,3814.01,Buffalo Ave & E New York Ave,40.72612856666667,-74.03436933333333,0,0,0,0,0,0,0,0,0,0,0,2
545,4025.02,Prospect Pl & Nostrand Ave,40.67428,-73.9503,0,0,0,0,0,0,0,0,0,0,0,2
546,4010.15,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,0,0,0,0,0,0,0,0,0,0,0,2
547,3263.01,E 18 St & Church Ave,40.64958,-73.96316,0,0,0,0,0,0,0,0,0,0,0,2
548,5863.07,E 15 St & 3 Ave,40.734232,-73.986923,0,0,0,0,0,0,0,0,0,0,0,3
549,6122.09,2 Ave & E 29 St,40.72612856666667,-74.03436933333333,0,0,0,0,0,0,0,0,0,0,0,2
550,5788.15,4 Ave & E 12 St,40.732647,-73.99011,0,0,0,0,0,0,0,0,0,0,0,2
551,7595.17,Columbus Ave & W 103 St,40.7969347,-73.9643412291,0,0,0,0,0,0,0,0,0,0,0,2
552,5164.05,Broadway & Berry St,40.72612856666667,-74.03436933333333,0,0,0,0,0,0,0,0,0,0,0,2
553,3132.09,Beverley Rd & Nostrand Ave,40.73528396666666,-74.02741491666667,0,0,0,0,0,0,0,0,0,0,0,2
554,3187.01,Beverley Rd & E 49 St,40.64621,-73.93067,0,0,0,0,0,0,0,0,0,0,0,1
555,6854.05,W 50 St & 9 Ave,40.76360467795863,-73.98917958140373,0,0,0,0,0,0,0,0,0,0,0,1
556,6373.07,W 30 St & 8 Ave,40.74965268472847,-73.9952078461647,0,0,0,0,0,0,0,0,0,0,0,2
557,6089.11,E 26 St & 3 Ave,40.74069317733043,-73.98160636425018,0,0,0,0,0,0,0,0,0,0,0,1
558,4028.04,4 Ave & 3 St,40.673746,-73.985649,0,0,0,0,0,0,0,0,0,0,0,1
559,6248.08,5 Ave & E 30 St,40.7459849,-73.98629487,0,0,0,0,0,0,0,0,0,0,0,1
560,5703.13,Ave A & E 11 St,40.72854745023944,-73.98175925016403,0,0,0,0,0,0,0,0,0,0,0,2
561,5779.09,E 13 St & Ave A,40.72966729392978,-73.98067966103554,0,0,0,0,0,0,0,0,0,0,0,1
562,6955.05,W 54 St & 11 Ave,40.768333,-73.992573,0,0,0,0,0,0,0,0,0,0,0,1
563,6779.04,Broadway & W 51 St,40.76228826,-73.98336183,0,0,0,0,0,0,0,0,0,0,0,1
564,6617.02,E 53 St & 3 Ave,40.75763227739443,-73.96930575370789,0,0,0,0,0,0,0,0,0,0,0,1
565,5247.10,Reade St & Broadway,40.72612856666667,-74.03436933333333,0,0,0,0,0,0,0,0,0,0,0,2
566,7014.12,Broadway & W 61 St,40.77003010255044,-73.9819684624672,0,0,0,0,0,0,0,0,0,0,0,1
567,5938.11,E 16 St & Irving Pl,40.735367055605394,-73.98797392845154,0,0,0,0,0,0,0,0,0,0,0,2
568,4098.06,New York Ave & St Marks Ave,40.72612856666667,-74.03436933333333,0,0,0,0,0,0,0,0,0,0,0,1
569,4143.04,3 Ave & Carroll St,40.677027,-73.9865,0,0,0,0,0,0,0,0,0,0,0,2
570,5445.02,Suffolk St & Stanton St,40.72612856666667,-74.03436933333333,0,0,0,0,0,0,0,0,0,0,0,2
571,6474.11,E 40 St & 5 Ave,40.752062307,-73.9816324043,0,0,0,0,0,0,0,0,0,0,0,1
